issuerName,issuerTradingSymbol:ID(Company),form,sector,marketCap:double,:LABEL
ISIS PHARMACEUTICALS INC,ISIS,Form 4,unknown,,Company
SEACHANGE INTERNATIONAL INC,SEAC,Form 4,Technology,51895942.67,Company
MOBILE MINI INC,MINI,Form 4,Capital Goods,1613076191.1,Company
NAVIGANT CONSULTING INC,NCI,Form 4,Consumer Services,811611513.88,Company
ELECTRONIC ARTS INC,ERTS,Form 4,unknown,,Company
"Surgical Care Affiliates, Inc.",SCAI,Form 4,unknown,,Company
Nobilis Health Corp.,HLTH,Form 4,Health Care,30689833.9418,Company
"Malibu Boats, Inc.",MBUU,Form 4,Capital Goods,924937251.07,Company
Quanex Building Products CORP,NX,Form 4,Capital Goods,510374469.57,Company
AMEDISYS INC,AMED,Form 4,Health Care,3913258197.0,Company
CAPITAL SENIOR LIVING CORP,HU*4MEKH,Form 4,unknown,,Company
REDWOOD TRUST INC,RWT,Form 4,Consumer Services,1536096249.3,Company
"Global Blood Therapeutics, Inc.",GBT,Form 4,Health Care,2991838291.84,Company
AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL,Form 4,Finance,2706024480.9,Company
ST JUDE MEDICAL INC,STJ,Form 4,unknown,,Company
GARMIN LTD,GRMN,Form 4,Capital Goods,15903391426.92,Company
METHODE ELECTRONICS INC,METHA,Form 4,unknown,,Company
LEE ENTERPRISES INC,LEE ENT,Form 4,unknown,,Company
TORO CO,TTC,Form 4,Capital Goods,7165633623.75,Company
"Eagle Bancorp Montana, Inc.",EBMT,Form 4,Finance,111735923.92,Company
"LHC Group, Inc",LHCG,Form 4,Health Care,3468497525.24,Company
ASSOCIATED BANC-CORP,ASBC,Form 4,unknown,,Company
BE AEROSPACE INC,BEAV,Form 4,unknown,,Company
PATTERSON UTI ENERGY INC,PTEN,Form 4,Energy,2974046586.24,Company
"Core-Mark Holding Company, Inc.",CORE,Form 4,unknown,,Company
REATA PHARMACEUTICALS INC,RETA,Form 4,Health Care,0.0,Company
KLX Inc.,KLXI,Form 4,unknown,,Company
STIFEL FINANCIAL CORP,SF,Form 4,Finance,3925294004.87,Company
"Z3 ENTERPRISES, INC.",BIBB,Form 4,unknown,,Company
PUBLIC SERVICE ENTERPRISE GROUP INC,PEG,Form 4,Public Utilities,30052522387.36,Company
FIRST MERCHANTS CORP,FRME,Form 4,Finance,1964544863.04,Company
CYTRX CORP,CYTR,Form 4,Health Care,23048415.6852,Company
"Alarm.com Holdings, Inc.",ALRM,Form 4,Technology,2936711611.65,Company
CROWN CRAFTS INC,CRWS.OB,Form 4,unknown,,Company
PRO DEX INC,PDEX,Form 4,Health Care,58004548.0,Company
DIGI INTERNATIONAL INC,DGII,Form 4,Technology,355347038.52,Company
HERSHA HOSPITALITY TRUST,HT,Form 4,Consumer Services,706504684.56,Company
SEMTECH CORP,SMTC,Form 4,Technology,3652393839.0,Company
KELLY SERVICES INC,KELYA,Form 4,Technology,866458484.88,Company
Quintiles Transnational Holdings Inc.,Q,Form 4,unknown,,Company
Zoetis Inc.,ZTS,Form 4,Health Care,46407361720.95,Company
LEVEL 3 COMMUNICATIONS INC,LVLT,Form 4,unknown,,Company
VALERO GP HOLDINGS LLC,VEH,Form 4,unknown,,Company
PARK OHIO HOLDINGS CORP,PKOH,Form 4,Capital Goods,417683816.78,Company
"Bankwell Financial Group, Inc.",BWFG,Form 4,Finance,231720811.92,Company
COMMERCE BANCSHARES INC /MO/,CBSH,Form 4,Finance,6726011581.85,Company
VALERO L P,VLI,Form 4,unknown,,Company
MUNIHOLDINGS NEW JERSEY INSURED FUND INC,MUJ,Form 4,unknown,,Company
GERMAN AMERICAN BANCORP,GABC,Form 4,Finance,761507469.0,Company
POTLATCH CORP,PCH,Form 4,Consumer Services,2532750387.12,Company
Spectra Energy Corp.,SE,Form 4,Consumer Services,7884419811.84,Company
"Black Knight Financial Services, Inc.",BKFS,Form 4,unknown,,Company
QUICKLOGIC CORPORATION,QUIK,Form 4,Technology,68537540.88,Company
"Neurotrope, Inc.",NTRP,Form 4,Health Care,52206374.8,Company
CLEAN DIESEL TECHNOLOGIES INC,CDTI,Form 4,unknown,,Company
"NewStar Financial, Inc.",NEWS,Form 4,unknown,,Company
AMB PROPERTY CORP,AMB,Form 4,unknown,,Company
TORVEC INC,TOVC,Form 4,unknown,,Company
OLD NATIONAL BANCORP /IN/,ONB,Form 4,Finance,3014756501.84,Company
BLONDER TONGUE LABORATORIES INC,BDR,Form 4,Technology,11166970.23,Company
DORCHESTER MINERALS LP,DMLP,Form 4,Energy,593302246.12,Company
ARRHYTHMIA RESEARCH TECHNOLOGY INC /DE/,HRT,Form 4,unknown,,Company
"OXYGEN BIOTHERAPEUTICS, INC.",OXBT,Form 4,unknown,,Company
DOR BIOPHARMA INC,DOR,Form 4,unknown,,Company
ZEBRA TECHNOLOGIES CORP/DE,ZBRA,Form 4,Technology,11395226230.41,Company
"Calithera Biosciences, Inc.",CALA,Form 4,Health Care,248172890.22,Company
Chesapeake Lodging Trust,CHSP,Form 4,Consumer Services,1791340054.24,Company
CONSOLIDATED WATER CO LTD,CWCO,Form 4,Public Utilities,197079580.77,Company
WildHorse Resource Development Corp,WRD,Form 4,unknown,,Company
OM Asset Management plc,OMAM,Form 4,unknown,,Company
"Spark Therapeutics, Inc.",ONCE,Form 4,Health Care,4325690723.84,Company
INTERMOLECULAR INC,IMI,Form 4,Technology,47021521.68,Company
PACIFIC PREMIER BANCORP INC,PPBI,Form 4,Finance,1763660457.94,Company
"Expedia, Inc.",EXPE,Form 4,Consumer Services,17733487825.92,Company
CSRA Inc.,CSRA,Form 4,unknown,,Company
EBAY INC,EBAY,Form 4,Miscellaneous,33356541243.46,Company
LINCOLN EDUCATIONAL SERVICES CORP,LINC,Form 4,Consumer Services,72446868.48,Company
"KAR Auction Services, Inc.",KAR,Form 4,Consumer Durables,6529428832.15,Company
LITTLE SQUAW GOLD MINING CO,LITS,Form 4,unknown,,Company
"Teladoc, Inc.",TDOC,Form 4,Health Care,4256621696.7,Company
ZYNGA INC,ZNGA,Form 4,Technology,4970718627.99,Company
Reign Sapphire Corp,RGNP,Form 4,unknown,,Company
CENTRAL FEDERAL CORP,GCFC,Form 4,unknown,,Company
OFFICE DEPOT INC,ODP,Form 4,Consumer Services,1915059850.86,Company
"MW Bancorp, Inc.",MWBC,Form 4,unknown,,Company
PRIMEDEX HEALTH SYSTEMS INC,PMDX,Form 4,unknown,,Company
UNITED MOBILE HOMES INC,UMH,Form 4,Consumer Services,522728370.12,Company
"Inovalon Holdings, Inc.",INOV,Form 4,Technology,1957033164.26,Company
JUMPTV INC,JTV.TO,Form 4,unknown,,Company
ARTESIAN RESOURCES CORP,ARTNA,Form 4,Public Utilities,368925574.5,Company
GIGAMEDIA LTD,GIGM,Form 4,Technology,30283123.9,Company
"PayPal Holdings, Inc.",PYPL,Form 4,Miscellaneous,116511422236.77,Company
National General Holdings Corp.,NGHC,Form 4,Finance,2704085124.3,Company
ENTERCOM COMMUNICATIONS CORP,ETM,Form 4,Consumer Services,852077870.84,Company
ESTERLINE TECHNOLOGIES CORP,ESL,Form 4,Capital Goods,3637034080.02,Company
JOINT Corp,JYNT,Form 4,Miscellaneous,192395420.0,Company
EXACTECH INC,EXAC,Form 4,unknown,,Company
"Action Fashions, Ltd.",AFSN,Form 4,unknown,,Company
LIBERTY MEDIA CORP,LINT; LCAP,Form 4,unknown,,Company
"Liberty Expedia Holdings, Inc.",LEXEA,Form 4,Consumer Services,2495992109.1,Company
FLUSHING FINANCIAL CORP,FFIC,Form 4,Finance,639285333.12,Company
Park Sterling Corp,PSTB,Form 4,unknown,,Company
ECHOSTAR COMMUNICATIONS CORP,DISH,Form 4,Consumer Services,15136052737.75,Company
SYNOPSYS INC,SNPS,Form 4,Technology,16025657537.12,Company
INTERNATIONAL ASSETS HOLDING CORP,IAAC,Form 4,unknown,,Company
"ESSA Bancorp, Inc.",ESSA,Form 4,Finance,188880627.72,Company
BTHC VI Inc,BVIC,Form 4,unknown,,Company
ID SYSTEMS INC,IDSY,Form 4,Consumer Durables,113791954.64,Company
"RetailMeNot, Inc.",SALE,Form 4,unknown,,Company
Hewlett Packard Enterprise Co,HPE,Form 4,Technology,21268271014.24,Company
"PROTEOSTASIS THERAPEUTICS, INC.",PTI,Form 4,Health Care,207224896.9,Company
INTERNATIONAL MONETARY SYSTEMS LTD /WI/,INLM,Form 4,unknown,,Company
HANCOCK HOLDING CO,HBHC,Form 4,unknown,,Company
"Recro Pharma, Inc.",REPH,Form 4,Health Care,198167595.18,Company
Sabre Corp,SABR,Form 4,Technology,5912838519.76,Company
REX ENERGY CORP,REXX,Form 4,unknown,,Company
EQUITY RESIDENTIAL,EQR,Form 4,Consumer Services,27711736688.13,Company
National Storage Affiliates Trust,NSA,Form 4,Consumer Services,1613668936.86,Company
CITIZENS BANCSHARES CORP,CZBS,Form 4,unknown,,Company
Oritani Financial Corp,ORIT,Form 4,Finance,789496209.45,Company
"SemGroup Energy Partners, L.P.",SGLP,Form 4,unknown,,Company
HERCULES TECHNOLOGY GROWTH CAPITAL INC,HTGC,Form 4,unknown,,Company
ON SEMICONDUCTOR CORP,ONNN,Form 4,unknown,,Company
BCB BANCORP INC,BCBP,Form 4,Finance,219234297.12,Company
EASTGROUP PROPERTIES INC,EGP,Form 4,Consumer Services,3989014079.4,Company
BANKATLANTIC BANCORP INC,BBX,Form 4,Finance,600679983.15,Company
LILLY ELI & CO,LLY,Form 4,Health Care,128712881442.22,Company
PRUDENTIAL FINANCIAL INC,(PRU),Form 4,unknown,,Company
SMITH & WESSON HOLDING CORP,SWB,Form 4,unknown,,Company
"Liberty TripAdvisor Holdings, Inc.",LTRPA,Form 4,Technology,1084107259.2,Company
USA TRUCK INC,USAK,Form 4,Transportation,133532116.95,Company
"Sino-Global Shipping America, Ltd.",SINO,Form 4,Transportation,13872065.1597,Company
CyrusOne Inc.,CONE,Form 4,Consumer Services,5667296772.3,Company
NEWCASTLE INVESTMENT CORP,NCT,Form 4,unknown,,Company
Atkore International Group Inc.,ATKR,Form 4,Miscellaneous,1011110557.29,Company
SYNTEL INC,SYNT,Form 4,unknown,,Company
COMMUNITY WEST BANCSHARES /,CWBC,Form 4,Finance,84123601.12,Company
PEOPLES FINANCIAL CORP /MS/,PFBX,Form 4,unknown,,Company
FINISAR CORP,(FNSR),Form 4,unknown,,Company
ROYALE ENERGY INC,ROYL,Form 4,unknown,,Company
XENOMICS INC,XNOM.PK,Form 4,unknown,,Company
Paramount Gold Nevada Corp.,PZG,Form 4,Basic Industries,24398357.68,Company
CSX CORP,CSX,Form 4,Transportation,60332178173.02,Company
"HomeStreet, Inc.",HMST,Form 4,Finance,736101782.5,Company
MAXIMUS INC,MMS,Form 4,Miscellaneous,4551985730.3,Company
PACKAGING CORP OF AMERICA,PKG,Form 4,Consumer Durables,9549758685.8,Company
DOLLAR GENERAL CORP,DG,Form 4,Consumer Services,31724881065.08,Company
MCCORMICK & CO INC,MKC,Form 4,unknown,,Company
Univar Inc.,UNVR,Form 4,Consumer Durables,3886870059.3,Company
ENTERPRISE FINANCIAL SERVICES CORP,EFSC,Form 4,Finance,1163456672.04,Company
BALDWIN & LYONS INC,BWINA / B,Form 4,unknown,,Company
BOSTON BEER CO INC,SAM,Form 4,unknown,,Company
NATIONAL BANKSHARES INC,NKSH,Form 4,Finance,290843313.2,Company
HOLLY ENERGY PARTNERS LP,HEP,Form 4,Energy,2998719316.44,Company
OMEROS CORP,OMER,Form 4,Health Care,778796469.15,Company
PFIZER INC,PFE,Form 4,Health Care,233231319227.9,Company
"Kadmon Holdings, LLC",KDMN,Form 4,Health Care,368037613.8,Company
XILINX INC,XLNX,Form 4,Technology,31121437612.35,Company
"Acadia Healthcare Company, Inc.",ACHC,Form 4,Health Care,2658961057.5,Company
BROCADE COMMUNICATIONS SYSTEMS INC,BRCD,Form 4,unknown,,Company
NCI BUILDING SYSTEMS INC,NCS,Form 4,Capital Goods,830650186.58,Company
ARCH CAPITAL GROUP LTD,ACGL,Form 4,Finance,13050011901.4,Company
FEMALE HEALTH CO,FHCO,Form 4,unknown,,Company
ALBANY INTERNATIONAL CORP /DE/,AIN,Form 4,Basic Industries,2353138011.51,Company
ATMOS ENERGY CORP,ATO,Form 4,Public Utilities,11900433049.26,Company
GENESIS ENERGY LP,GEL,Form 4,Energy,2775193495.52,Company
"AYTU BIOSCIENCE, INC",AYTU,Form 4,Health Care,20426913.4,Company
AIRGAIN INC,AIRG,Form 4,Technology,127887104.88,Company
AMBARELLA INC,AMBA,Form 4,Technology,1402872751.47,Company
TYLER TECHNOLOGIES INC,TYL,Form 4,Technology,7721400520.0,Company
"AeroGrow International, Inc.",AERO,Form 4,unknown,,Company
TITAN INTERNATIONAL INC,TWI,Form 4,Basic Industries,274554452.46,Company
STARBUCKS CORP,SBUX,Form 4,Consumer Services,87176360000.0,Company
"Consolidated Communications Holdings, Inc.",CNSL,Form 4,Public Utilities,747466660.5,Company
"Echo Global Logistics, Inc.",ECHO,Form 4,Transportation,666244524.85,Company
PATRICK INDUSTRIES INC,PATK,Form 4,Basic Industries,1081640455.93,Company
InvenSense Inc,INVN,Form 4,unknown,,Company
SUNESIS PHARMACEUTICALS INC,SNSS,Form 4,Health Care,26569271.39,Company
"Groupon, Inc.",GRPN,Form 4,Technology,1933366229.58,Company
"ARATANA THERAPEUTICS, INC.",PETX,Form 4,Health Care,187203177.7,Company
COMMERCETEL CORP,AREV,Form 4,unknown,,Company
OMNICELL INC /CA/,OMCL,Form 4,Technology,3464257524.7,Company
ANTERO RESOURCES Corp,AR,Form 4,Energy,2571062996.6,Company
Healthcare Acquisition Partners Corp.,HAQPU,Form 4,unknown,,Company
CIMAREX ENERGY CO,XEC,Form 4,Energy,7154430206.9,Company
DYCOM INDUSTRIES INC,DY,Form 4,Basic Industries,1550671303.68,Company
LAS VEGAS SANDS CORP,LVS,Form 4,Consumer Services,45991584433.86,Company
ESCALADE INC,ESCA,Form 4,unknown,,Company
"TrueCar, Inc.",TRUE,Form 4,Technology,722642505.78,Company
ORASURE TECHNOLOGIES INC,OSUR,Form 4,Health Care,701725440.72,Company
"Michaels Companies, Inc.",MIK,Form 4,Consumer Services,2027952144.48,Company
HOLOGIC INC,(HOLX),Form 4,unknown,,Company
TEXAS INSTRUMENTS INC,TXN,Form 4,Technology,100962173590.74,Company
"Primerica, Inc.",PRI,Form 4,Finance,5209585869.0,Company
LAKELAND FINANCIAL CORP,LKFN,Form 4,Finance,1212056656.72,Company
MOMENTA PHARMACEUTICALS INC,MNTA,Form 4,Health Care,1397844058.05,Company
CULLEN FROST BANKERS INC,CFR,Form 4,Finance,6385507352.34,Company
VICOR CORP,VICR,Form 4,Capital Goods,1263057255.27,Company
EPLUS INC,PLUS,Form 4,Technology,1210310127.0,Company
VERTEX PHARMACEUTICALS INC / MA,VRTX,Form 4,Health Care,47465258011.74,Company
COMMUNICATIONS SYSTEMS INC,JCS,Form 4,Public Utilities,25506380.725,Company
"Northwest Bancshares, Inc.",NWBI,Form 4,Finance,1853408001.06,Company
USANA HEALTH SCIENCES INC,USNA,Form 4,Consumer Durables,2191832404.0,Company
Desert Canadians Ltd.,DSET,Form 4,unknown,,Company
ORTHOLOGIC CORP,OLGC,Form 4,unknown,,Company
"NV5 Holdings, Inc.",NVEE,Form 4,Consumer Services,766224569.55,Company
CORVEL CORP,CRVL,Form 4,Finance,1225460269.25,Company
"Amphastar Pharmaceuticals, Inc.",AMPH,Form 4,Health Care,953316297.56,Company
SKYWORKS SOLUTIONS INC,[SWKS],Form 4,unknown,,Company
ROYAL CARIBBEAN CRUISES LTD,RCL,Form 4,Consumer Services,24499934357.76,Company
"Vectrus, Inc.",VEC,Form 4,Consumer Services,309839915.0,Company
AMERICAN PUBLIC EDUCATION INC,APEI,Form 4,Consumer Services,557929768.27,Company
PEGASYSTEMS INC,PEGA,Form 4,Technology,5108185237.76,Company
UNITED AUTO GROUP INC,UAG,Form 4,unknown,,Company
CENTRAL SECURITIES CORP,CET,Form 4,unknown,,Company
American Capital Agency Corp,AGNC,Form 4,Consumer Services,9670193828.76,Company
BECTON DICKINSON & CO,BDX,Form 4,Health Care,68242544815.77,Company
"MANGAPETS, INC.",MPTS,Form 4,unknown,,Company
MFA MORTGAGE INVESTMENTS,MFA,Form 4,Consumer Services,3283976360.43,Company
Rhapsody Acquisition Corp.,RPSD,Form 4,unknown,,Company
NUTRACEUTICAL INTERNATIONAL CORP,NUTR,Form 4,unknown,,Company
ANIXTER INTERNATIONAL INC,AXE,Form 4,unknown,,Company
WHOLE FOODS MARKET INC,WFMI,Form 4,unknown,,Company
FOSSIL INC,FOSL,Form 4,unknown,,Company
ACACIA AUTOMOTIVE INC,ACCA,Form 4,unknown,,Company
INFINITY PROPERTY & CASUALTY CORP,IPCC,Form 4,unknown,,Company
"Hertz Rental Car Holding Company, Inc.",HTZ,Form 4,Consumer Services,1392293602.35,Company
ESTEE LAUDER COMPANIES INC,EL,Form 4,unknown,,Company
LIBERTE INVESTORS INC,LBI,Form 4,unknown,,Company
TORTOISE ENERGY INFRASTRUCTURE CORP,TYG,Form 4,unknown,,Company
"TORTOISE MLP FUND, INC.",NTG,Form 4,unknown,,Company
"Dave & Buster's Entertainment, Inc.",PLAY,Form 4,Consumer Services,1831330914.14,Company
HOOKER FURNITURE CORP,HOFT,Form 4,Consumer Durables,357797062.92,Company
"Spring Bank Pharmaceuticals, Inc.",SBPH,Form 4,Health Care,172718901.68,Company
CSG SYSTEMS INTERNATIONAL INC,CSGS,Form 4,Technology,1369298921.06,Company
SAFEGUARD SCIENTIFICS INC,SFE,Form 4,Finance,226143101.1,Company
BANNER CORP,BANR,Form 4,Finance,2028545685.6,Company
CAREER EDUCATION CORP,CECO,Form 4,Consumer Services,1150555285.9,Company
CASEYS GENERAL STORES INC,CASY,Form 4,Consumer Durables,4729065320.14,Company
OLIN CORP,OLN,Form 4,Basic Industries,3949078545.15,Company
BAY BANKS OF VIRGINIA INC,BAYK,Form 4,unknown,,Company
BANK OF THE OZARKS INC,OZRK,Form 4,unknown,,Company
ACE LTD,ACE,Form 4,unknown,,Company
ACORDA THERAPEUTICS INC,ACOR,Form 4,Health Care,689255399.29,Company
DELTA PETROLEUM CORP/CO,DPTR,Form 4,unknown,,Company
ARROWHEAD RESEARCH CORP,ARWR,Form 4,Health Care,1818202684.9,Company
DECKERS OUTDOOR CORP,DECK,Form 4,unknown,,Company
"Truett-Hurst, Inc.",THST,Form 4,unknown,,Company
"FCB FINANCIAL HOLDINGS, INC.",FCB,Form 4,unknown,,Company
Emergent BioSolutions Inc.,EBS,Form 4,Health Care,2667008000.0,Company
Matador Resources Co,MTDR,Form 4,Energy,2164822696.2,Company
INTEGRATED ELECTRICAL SERVICES INC,IES,Form 4,unknown,,Company
"Sunshine Biopharma, Inc",SBFM,Form 4,unknown,,Company
ACCESSITY CORP,ACTY,Form 4,unknown,,Company
FPL GROUP INC,FPL,Form 4,unknown,,Company
Virgin America Inc.,VA,Form 4,unknown,,Company
CENTRAL EUROPEAN MEDIA ENTERPRISES LTD,CETV,Form 4,Consumer Services,895101581.16,Company
ILLINOIS TOOL WORKS INC,ITW,Form 4,Technology,47651180463.09,Company
NEUBERGER BERMAN REAL ESTATE SECURITIES INCOME FUND INC,NRO,Form 4,unknown,,Company
MECHANICAL TECHNOLOGY INC,MKTY,Form 4,unknown,,Company
PACHOLDER HIGH YIELD FUND INC,PHF,Form 4,unknown,,Company
ASTEA INTERNATIONAL INC,ATEA,Form 4,unknown,,Company
CTS CORP,CTS,Form 4,Technology,1015743063.81,Company
Peak Resorts Inc,SKIS,Form 4,Consumer Services,70672777.12,Company
YuMe Inc,YUME,Form 4,unknown,,Company
Power REIT,PW,Form 4,Consumer Services,11656576.387,Company
AMERICAN AXLE & MANUFACTURING HOLDINGS INC,AXL,Form 4,Capital Goods,1613413993.24,Company
"Enova International, Inc.",ENVA,Form 4,Finance,818848201.8,Company
UNITED RENTALS INC /DE,URI,Form 4,Technology,9896355135.88,Company
JANUS CAPITAL GROUP INC,JNS,Form 4,unknown,,Company
ADMINISTAFF INC \DE\,ASF,Form 4,unknown,,Company
"WAGEWORKS, INC.",WAGE,Form 4,Miscellaneous,1183943330.32,Company
WESTERN ALLIANCE BANCORPORATION,WAL,Form 4,Finance,4692027814.24,Company
WAL MART STORES INC,WMT,Form 4,Consumer Services,287707903642.77,Company
DEVRY INC,DV,Form 4,unknown,,Company
SILVER SPRING NETWORKS INC,SSNI,Form 4,unknown,,Company
"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",HASI,Form 4,Consumer Services,1582116460.58,Company
HAIN CELESTIAL GROUP INC,HAIN,Form 4,unknown,,Company
ASBURY AUTOMOTIVE GROUP INC,NYSE: ABG,Form 4,unknown,,Company
"NexPoint Residential Trust, Inc.",NXRT,Form 4,Consumer Services,845664878.62,Company
"ORGANOVO HOLDINGS, INC.",ONVO,Form 4,Health Care,131442675.1,Company
MCGRATH RENTCORP,MGRC,Form 4,Technology,1382745114.78,Company
RENAISSANCERE HOLDINGS LTD,RNR,Form 4,Finance,6133155840.9,Company
EXTREME NETWORKS INC,EXTR,Form 4,Technology,901384258.68,Company
M&T BANK CORP,MTB,Form 4,Finance,23838878233.26,Company
CAMBREX CORP,CBM,Form 4,Health Care,1335948408.75,Company
ENDOLOGIX INC /DE/,ELGX,Form 4,Health Care,6993470.12,Company
TYCO INTERNATIONAL LTD /BER/,TYC,Form 4,unknown,,Company
LANNETT CO INC,LCI,Form 4,Health Care,319794096.16,Company
RingCentral Inc,RNG,Form 4,Technology,8594951500.74,Company
Hanesbrands Inc.,HBI,Form 4,Consumer Services,6393590666.14,Company
VEECO INSTRUMENTS INC,VECO,Form 4,Technology,522179201.55,Company
"People's United Financial, Inc.",PBCT,Form 4,Finance,6566753682.62,Company
ASTORIA FINANCIAL CORP,AF,Form 4,unknown,,Company
TFS Financial CORP,TFSL,Form 4,Finance,4649383527.0,Company
BOOKHAM TECHNOLOGY PLC,BKHM,Form 4,unknown,,Company
HARTE HANKS INC,HHS,Form 4,Technology,25016092.0,Company
APARTMENT INVESTMENT & MANAGEMENT CO,AIV,Form 4,Consumer Services,7259454603.12,Company
Babcock & Wilcox Co,BWC,Form 4,unknown,,Company
RBC Bearings INC,ROLL,Form 4,Capital Goods,3325073061.7,Company
PINNACLE WEST CAPITAL CORP,PNW,Form 4,Public Utilities,10696534219.18,Company
TACTILE SYSTEMS TECHNOLOGY INC,TCMD,Form 4,Health Care,1171319062.5,Company
SIMPSON MANUFACTURING CO INC /CA/,NYSE:SSD,Form 4,unknown,,Company
"First Connecticut Bancorp, Inc.",FBNK,Form 4,unknown,,Company
FULL HOUSE RESORTS INC,FHRI.OB,Form 4,unknown,,Company
HEADWATERS INC,HDWR,Form 4,unknown,,Company
BRUKER BIOSCIENCES CORP,BRKR,Form 4,Capital Goods,6009485711.22,Company
ENETPC INC,ETPC,Form 4,unknown,,Company
SOCKET COMMUNICATIONS INC,SCKT,Form 4,Technology,11295569.28,Company
ASTRONICS CORP,ATRO,Form 4,Capital Goods,1033626548.43,Company
BANCFIRST CORP /OK/,BANF,Form 4,Finance,1802508792.76,Company
BADGER METER INC,BMI,Form 4,Capital Goods,1656492942.6,Company
IMMUNOGEN INC,IMGN,Form 4,Health Care,406394724.0,Company
"TriState Capital Holdings, Inc.",TSC,Form 4,Finance,624501133.36,Company
TRUSTCO BANK CORP N Y,TRST,Form 4,Finance,796218411.34,Company
SUPERIOR UNIFORM GROUP INC,SGC,Form 4,unknown,,Company
ASPEN EXPLORATION CORP,ASPN,Form 4,Consumer Services,75165101.7,Company
PSYCHEMEDICS CORP,PMD,Form 4,Health Care,82966902.03,Company
CARLISLE COMPANIES INC,CSL,Form 4,Basic Industries,7008584656.92,Company
STATE BANK FINANCIAL CORP,STBZ,Form 4,unknown,,Company
NORWOOD FINANCIAL CORP,NWFL,Form 4,Finance,188024172.84,Company
UMB FINANCIAL CORP,UMBF,Form 4,Finance,3233587339.52,Company
MEREDITH CORP,MDP,Form 4,Consumer Services,2600073026.32,Company
"AMYRIS, INC.",AMRS,Form 4,Basic Industries,323648551.6,Company
UNIVERSAL HEALTH SERVICES INC,UHS,Form 4,Health Care,12046229273.64,Company
BALCHEM CORP,BCP,Form 4,unknown,,Company
INSMED INC,INSM,Form 4,Health Care,2415326206.3,Company
WABASH NATIONAL CORP /DE,WNC,Form 4,Capital Goods,748950240.5,Company
SUNOCO LOGISTICS PARTNERS LP,SXL,Form 4,unknown,,Company
S&T BANCORP INC,STBA,Form 4,Finance,1381538009.67,Company
HEARTLAND FINANCIAL USA INC,HTLF,Form 4,Finance,1614682116.72,Company
FLEXSTEEL INDUSTRIES INC,FLXS,Form 4,Consumer Durables,189996064.16,Company
BEL FUSE INC /NJ,BELFA,Form 4,Capital Goods,249599240.32,Company
EURONET WORLDWIDE INC,EEFT,Form 4,Finance,7198171697.26,Company
MATTHEWS INTERNATIONAL CORP,MATW,Form 4,Capital Goods,1223218306.34,Company
Primo Water Corp,PRMW,Form 4,unknown,,Company
"Gores Holdings, Inc.",GRSH,Form 4,Finance,498000000.0,Company
SANGAMO BIOSCIENCES INC,SGMO,Form 4,Health Care,1032960865.3,Company
IMATION CORP,IMN,Form 4,unknown,,Company
Landmark Infrastructure Partners LP,LMRK,Form 4,Consumer Services,358538812.8,Company
Public Storage,PSA,Form 4,Consumer Services,38239657828.12,Company
SPLUNK INC,SPLK,Form 4,Technology,18362041726.0,Company
MGM MIRAGE,MGG,Form 4,unknown,,Company
FLUIDIGM CORP,FLDM,Form 4,Capital Goods,886897340.91,Company
ALPHA & OMEGA SEMICONDUCTOR Ltd,AOSL,Form 4,Technology,265978455.05,Company
TRACTOR SUPPLY CO /DE/,TSCO,Form 4,Consumer Services,11099526563.84,Company
GLACIER BANCORP INC,GBCI,Form 4,Finance,3466234588.92,Company
HARDINGE INC,HDNG,Form 4,unknown,,Company
"Cable One, Inc.",CABO,Form 4,Consumer Services,5359753882.72,Company
CONNECTURE INC,CNXR,Form 4,unknown,,Company
"NxStage Medical, Inc.",NXTM,Form 4,unknown,,Company
"CBOE Holdings, Inc.",CBOE,Form 4,unknown,,Company
GSE SYSTEMS INC,GVP,Form 4,Technology,59895971.06,Company
SCHEIN HENRY INC,HSIC,Form 4,Health Care,9106932735.45,Company
MONOLITHIC POWER SYSTEMS INC,MPWR,Form 4,Technology,5952020040.0,Company
REGENERON PHARMACEUTICALS INC,REGN,Form 4,Health Care,44695463072.89,Company
MGP INGREDIENTS INC,MGPI,Form 4,unknown,,Company
NETFLIX INC,NFLX,Form 4,Consumer Services,157703779222.37,Company
"Centennial Bank Holdings, Inc.",CBHI,Form 4,unknown,,Company
RPC INC,RES,Form 4,Energy,2126281291.16,Company
HORIZON BANCORP /IN/,HBNC,Form 4,Finance,654684443.42,Company
JDS UNIPHASE CORP /CA/,JDSU,Form 4,unknown,,Company
"Turning Point Brands, Inc.",TPB,Form 4,unknown,,Company
"DUPONT FABROS TECHNOLOGY, INC.",DFT,Form 4,unknown,,Company
J2 GLOBAL COMMUNICATIONS INC,JCOM,Form 4,Technology,4123794744.1,Company
FIRST PACTRUST BANCORP INC,FPTB,Form 4,unknown,,Company
GREEN DOT CORP,GDOT,Form 4,Finance,3022397466.53,Company
SYNAPTICS INC,SYNA,Form 4,Technology,1464884594.12,Company
"STOCK BUILDING SUPPLY HOLDINGS, INC.",STCK,Form 4,unknown,,Company
DIODES INC /DEL/,DIOD,Form 4,Technology,1938698549.4,Company
"KBR, INC.",KBR,Form 4,Basic Industries,2708818543.76,Company
LOEWS CORP,LTR,Form 4,unknown,,Company
